날짜,실제발전량(MWh),예측발전량(MWh),오차(MWh)
2025-01-01 00:00:00,0.0,-0.9795,-0.9794921875
2025-01-01 01:00:00,0.0,46.38,46.375
2025-01-01 02:00:00,0.0,7.344,7.34375
2025-01-01 03:00:00,0.0,56.4,56.40625
2025-01-01 04:00:00,0.0,48.16,48.15625
2025-01-01 05:00:00,0.0,48.2,48.1875
2025-01-01 06:00:00,0.0,48.7,48.6875
2025-01-01 07:00:00,0.0,42.28,42.28125
2025-01-01 08:00:00,0.0,41.03,41.03125
2025-01-01 09:00:00,17.856,39.7,21.8315
2025-01-01 10:00:00,20.544,37.94,17.3935
2025-01-01 11:00:00,20.16,35.97,15.80875
2025-01-01 12:00:00,20.448,29.56,9.1145
2025-01-01 13:00:00,21.696,19.36,-2.3366250000000015
2025-01-01 14:00:00,396.768,8.22,-388.54925
2025-01-01 15:00:00,490.08,-2.406,-492.48625
2025-01-01 16:00:00,328.128,-9.2,-337.331125
2025-01-01 17:00:00,549.6,-11.03,-560.63125
2025-01-01 18:00:00,689.28,-4.418,-693.69796875
2025-01-01 19:00:00,688.32,14.25,-674.07
2025-01-01 20:00:00,285.408,48.72,-236.68925000000002
2025-01-01 21:00:00,0.0,52.06,52.0625
2025-01-01 22:00:00,0.0,73.1,73.125
2025-01-01 23:00:00,0.0,897.5,897.5
2025-01-02 00:00:00,0.0,44.12,44.125
2025-01-02 01:00:00,0.0,87.3,87.3125
2025-01-02 02:00:00,0.0,18.4,18.40625
2025-01-02 03:00:00,0.0,59.66,59.65625
2025-01-02 04:00:00,0.0,46.47,46.46875
2025-01-02 05:00:00,0.0,46.72,46.71875
2025-01-02 06:00:00,0.0,47.38,47.375
2025-01-02 07:00:00,0.0,43.22,43.21875
2025-01-02 08:00:00,0.0,42.8,42.8125
2025-01-02 09:00:00,17.76,41.28,23.52125
2025-01-02 10:00:00,20.448,39.25,18.802
2025-01-02 11:00:00,20.352,36.5,16.148
2025-01-02 12:00:00,21.216,29.11,7.893374999999999
2025-01-02 13:00:00,22.752,18.78,-3.970749999999999
2025-01-02 14:00:00,401.568,7.723,-393.84534375
2025-01-02 15:00:00,496.608,-2.334,-498.941984375
2025-01-02 16:00:00,351.744,-9.18,-360.9236875
2025-01-02 17:00:00,561.12,-10.78,-571.90125
2025-01-02 18:00:00,688.224,-4.875,-693.099
2025-01-02 19:00:00,687.36,13.3,-674.063125
2025-01-02 20:00:00,319.2,45.47,-273.73125
2025-01-02 21:00:00,0.0,50.9,50.90625
2025-01-02 22:00:00,0.0,70.94,70.9375
2025-01-02 23:00:00,0.0,743.5,743.5
2025-01-03 00:00:00,0.0,73.4,73.375
2025-01-03 01:00:00,0.0,103.44,103.4375
2025-01-03 02:00:00,0.0,14.62,14.6171875
2025-01-03 03:00:00,0.0,55.44,55.4375
2025-01-03 04:00:00,0.0,44.22,44.21875
2025-01-03 05:00:00,0.0,43.94,43.9375
2025-01-03 06:00:00,0.0,45.53,45.53125
2025-01-03 07:00:00,0.0,42.94,42.9375
2025-01-03 08:00:00,0.0,42.88,42.875
2025-01-03 09:00:00,17.568,42.2,24.6195
2025-01-03 10:00:00,20.736,40.38,19.639
2025-01-03 11:00:00,21.216,37.12,15.908999999999999
2025-01-03 12:00:00,22.464,30.48,8.020375000000001
2025-01-03 13:00:00,76.992,20.02,-56.976375000000004
2025-01-03 14:00:00,664.992,9.125,-655.867
2025-01-03 15:00:00,537.408,-1.58,-538.988078125
2025-01-03 16:00:00,384.864,-8.266,-393.129625
2025-01-03 17:00:00,569.184,-10.33,-579.512125
2025-01-03 18:00:00,688.704,-5.9,-694.6024375
2025-01-03 19:00:00,687.456,10.08,-677.377875
2025-01-03 20:00:00,337.248,38.88,-298.373
2025-01-03 21:00:00,0.0,49.47,49.46875
2025-01-03 22:00:00,0.0,62.94,62.9375
2025-01-03 23:00:00,0.0,564.0,564.0
2025-01-04 00:00:00,0.0,58.16,58.15625
2025-01-04 01:00:00,0.0,83.44,83.4375
2025-01-04 02:00:00,0.0,-1.981,-1.9814453125
2025-01-04 03:00:00,0.0,37.03,37.03125
2025-01-04 04:00:00,0.0,34.03,34.03125
2025-01-04 05:00:00,0.0,38.34,38.34375
2025-01-04 06:00:00,0.0,43.06,43.0625
2025-01-04 07:00:00,0.0,42.97,42.96875
2025-01-04 08:00:00,0.0,45.0,45.0
2025-01-04 09:00:00,17.184,44.84,27.65975
2025-01-04 10:00:00,20.064,43.4,23.34225
2025-01-04 11:00:00,19.776,39.84,20.06775
2025-01-04 12:00:00,20.736,32.9,12.17025
2025-01-04 13:00:00,22.464,23.14,0.6766250000000014
2025-01-04 14:00:00,597.888,12.48,-585.4114375
2025-01-04 15:00:00,535.872,2.201,-533.670828125
2025-01-04 16:00:00,379.968,-4.63,-384.59690625
2025-01-04 17:00:00,568.416,-6.938,-575.3535
2025-01-04 18:00:00,689.568,-2.686,-692.253546875
2025-01-04 19:00:00,688.416,11.26,-677.1581875
2025-01-04 20:00:00,334.56,35.94,-298.6225
2025-01-04 21:00:00,0.0,47.8,47.8125
2025-01-04 22:00:00,0.0,67.4,67.375
2025-01-04 23:00:00,0.0,426.2,426.25
2025-01-05 00:00:00,0.0,115.44,115.4375
2025-01-05 01:00:00,0.0,87.6,87.625
2025-01-05 02:00:00,0.0,-3.586,-3.5859375
2025-01-05 03:00:00,0.0,29.39,29.390625
2025-01-05 04:00:00,0.0,30.14,30.140625
2025-01-05 05:00:00,0.0,36.16,36.15625
2025-01-05 06:00:00,0.0,41.9,41.90625
2025-01-05 07:00:00,0.0,44.12,44.125
2025-01-05 08:00:00,0.0,47.28,47.28125
2025-01-05 09:00:00,10.848,48.28,37.43325
2025-01-05 10:00:00,20.64,46.44,25.7975
2025-01-05 11:00:00,19.776,42.6,22.81775
2025-01-05 12:00:00,19.872,35.78,15.90925
2025-01-05 13:00:00,22.464,26.34,3.8797500000000014
2025-01-05 14:00:00,20.448,16.1,-4.35425
2025-01-05 15:00:00,50.4,5.492,-44.9078125
2025-01-05 16:00:00,142.368,-1.55,-143.9178046875
2025-01-05 17:00:00,507.936,-5.027,-512.9633437499999
2025-01-05 18:00:00,688.8,-2.26,-691.059765625
2025-01-05 19:00:00,688.32,9.67,-678.648125
2025-01-05 20:00:00,259.2,29.77,-229.434375
2025-01-05 21:00:00,0.0,41.4,41.40625
2025-01-05 22:00:00,0.0,69.56,69.5625
2025-01-05 23:00:00,0.0,302.8,302.75
2025-01-06 00:00:00,0.0,222.0,222.0
2025-01-06 01:00:00,0.0,93.25,93.25
2025-01-06 02:00:00,0.0,-12.79,-12.7890625
2025-01-06 03:00:00,0.0,24.73,24.734375
2025-01-06 04:00:00,0.0,27.3,27.296875
2025-01-06 05:00:00,0.0,36.88,36.875
2025-01-06 06:00:00,0.0,43.2,43.1875
2025-01-06 07:00:00,0.0,45.72,45.71875
2025-01-06 08:00:00,0.0,49.47,49.46875
2025-01-06 09:00:00,12.96,50.66,37.69625
2025-01-06 10:00:00,20.16,48.94,28.7775
2025-01-06 11:00:00,20.256,45.2,24.9315
2025-01-06 12:00:00,20.928,37.66,16.72825
2025-01-06 13:00:00,20.544,28.08,7.5341249999999995
2025-01-06 14:00:00,20.352,17.53,-2.8207500000000003
2025-01-06 15:00:00,20.64,7.668,-12.97203125
2025-01-06 16:00:00,260.544,0.05975,-260.48424658203123
2025-01-06 17:00:00,548.928,-3.223,-552.15065625
2025-01-06 18:00:00,688.8,-1.604,-690.403515625
2025-01-06 19:00:00,293.952,10.29,-283.6629375
2025-01-06 20:00:00,0.0,29.03,29.03125
2025-01-06 21:00:00,0.0,40.34,40.34375
2025-01-06 22:00:00,0.0,74.06,74.0625
2025-01-06 23:00:00,0.0,243.5,243.5
2025-01-07 00:00:00,0.0,481.0,481.0
2025-01-07 01:00:00,0.0,134.9,134.875
2025-01-07 02:00:00,0.0,-1.63,-1.6298828125
2025-01-07 03:00:00,0.0,38.06,38.0625
2025-01-07 04:00:00,0.0,29.11,29.109375
2025-01-07 05:00:00,0.0,35.62,35.625
2025-01-07 06:00:00,0.0,40.5,40.5
2025-01-07 07:00:00,0.0,42.84,42.84375
2025-01-07 08:00:00,0.0,48.06,48.0625
2025-01-07 09:00:00,17.472,50.38,32.903
2025-01-07 10:00:00,20.16,50.03,29.87125
2025-01-07 11:00:00,19.872,46.53,26.65925
2025-01-07 12:00:00,20.544,40.2,19.6435
2025-01-07 13:00:00,103.488,30.4,-73.08175
2025-01-07 14:00:00,696.192,20.38,-675.817
2025-01-07 15:00:00,574.464,9.82,-564.6436875
2025-01-07 16:00:00,412.704,0.498,-412.205953125
2025-01-07 17:00:00,573.12,-4.188,-577.3075
2025-01-07 18:00:00,688.608,-3.654,-692.262296875
2025-01-07 19:00:00,687.36,5.14,-682.219375
2025-01-07 20:00:00,330.624,23.8,-306.827125
2025-01-07 21:00:00,0.0,36.7,36.6875
2025-01-07 22:00:00,0.0,57.4,57.40625
2025-01-07 23:00:00,0.0,175.8,175.75
2025-01-08 00:00:00,0.0,859.0,859.0
2025-01-08 01:00:00,0.0,231.1,231.125
2025-01-08 02:00:00,0.0,33.6,33.59375
2025-01-08 03:00:00,0.0,55.88,55.875
2025-01-08 04:00:00,0.0,30.48,30.484375
2025-01-08 05:00:00,0.0,31.73,31.734375
2025-01-08 06:00:00,0.0,33.97,33.96875
2025-01-08 07:00:00,0.0,38.2,38.1875
2025-01-08 08:00:00,0.0,43.44,43.4375
2025-01-08 09:00:00,17.76,46.3,28.5525
2025-01-08 10:00:00,19.488,46.7,27.1995
2025-01-08 11:00:00,19.68,44.72,25.03875
2025-01-08 12:00:00,20.448,40.0,19.552
2025-01-08 13:00:00,21.792,32.53,10.739249999999998
2025-01-08 14:00:00,644.736,23.45,-621.282875
2025-01-08 15:00:00,540.192,13.875,-526.317
2025-01-08 16:00:00,388.896,4.062,-384.8335
2025-01-08 17:00:00,530.496,-3.963,-534.458890625
2025-01-08 18:00:00,689.184,-7.723,-696.90665625
2025-01-08 19:00:00,687.072,-7.29,-694.3610625
2025-01-08 20:00:00,321.6,0.156,-321.443994140625
2025-01-08 21:00:00,0.0,14.31,14.3125
2025-01-08 22:00:00,0.0,32.2,32.1875
2025-01-08 23:00:00,0.0,64.1,64.125
2025-01-09 00:00:00,0.0,1003.0,1003.0
2025-01-09 01:00:00,0.0,103.44,103.4375
2025-01-09 02:00:00,0.0,20.95,20.953125
2025-01-09 03:00:00,0.0,31.17,31.171875
2025-01-09 04:00:00,0.0,18.6,18.59375
2025-01-09 05:00:00,0.0,30.22,30.21875
2025-01-09 06:00:00,0.0,33.34,33.34375
2025-01-09 07:00:00,0.0,39.38,39.375
2025-01-09 08:00:00,0.0,44.1,44.09375
2025-01-09 09:00:00,16.992,45.3,28.3205
2025-01-09 10:00:00,19.2,45.16,25.95625
2025-01-09 11:00:00,19.68,42.5,22.82
2025-01-09 12:00:00,24.0,38.66,14.65625
2025-01-09 13:00:00,23.232,31.16,7.924250000000001
2025-01-09 14:00:00,526.656,22.73,-503.92162499999995
2025-01-09 15:00:00,539.328,13.875,-525.453
2025-01-09 16:00:00,439.872,4.496,-435.37590625
2025-01-09 17:00:00,586.752,-2.586,-589.3379375
2025-01-09 18:00:00,690.24,-7.31,-697.54859375
2025-01-09 19:00:00,688.512,-7.13,-695.64090625
2025-01-09 20:00:00,380.448,-1.215,-381.66284375
2025-01-09 21:00:00,0.0,10.94,10.9375
2025-01-09 22:00:00,0.0,29.88,29.875
2025-01-09 23:00:00,0.0,56.78,56.78125
2025-01-10 00:00:00,0.0,917.0,917.0
2025-01-10 01:00:00,0.0,156.0,156.0
2025-01-10 02:00:00,0.0,46.9,46.90625
2025-01-10 03:00:00,0.0,29.61,29.609375
2025-01-10 04:00:00,0.0,18.61,18.609375
2025-01-10 05:00:00,0.0,26.22,26.21875
2025-01-10 06:00:00,0.0,31.05,31.046875
2025-01-10 07:00:00,0.0,37.22,37.21875
2025-01-10 08:00:00,0.0,42.4,42.40625
2025-01-10 09:00:00,17.088,45.53,28.44325
2025-01-10 10:00:00,18.816,45.22,26.40275
2025-01-10 11:00:00,18.144,43.6,25.44975
2025-01-10 12:00:00,19.392,38.9,19.51425
2025-01-10 13:00:00,34.464,31.88,-2.5889999999999986
2025-01-10 14:00:00,664.608,23.3,-641.311125
2025-01-10 15:00:00,559.968,13.61,-546.358625
2025-01-10 16:00:00,419.232,4.062,-415.1695
2025-01-10 17:00:00,579.072,-3.346,-582.417703125
2025-01-10 18:00:00,689.76,-8.305,-698.0646875
2025-01-10 19:00:00,688.8,-7.793,-696.59296875
2025-01-10 20:00:00,375.264,-0.601,-375.86507421875
2025-01-10 21:00:00,0.0,13.37,13.3671875
2025-01-10 22:00:00,0.0,33.16,33.15625
2025-01-10 23:00:00,0.0,61.12,61.125
2025-01-11 00:00:00,0.0,1103.0,1103.0
2025-01-11 01:00:00,0.0,107.8,107.8125
2025-01-11 02:00:00,0.0,23.3,23.296875
2025-01-11 03:00:00,0.0,39.16,39.15625
2025-01-11 04:00:00,0.0,19.48,19.484375
2025-01-11 05:00:00,0.0,29.08,29.078125
2025-01-11 06:00:00,0.0,32.1,32.09375
2025-01-11 07:00:00,0.0,37.5,37.5
2025-01-11 08:00:00,0.0,43.12,43.125
2025-01-11 09:00:00,13.824,45.2,31.363500000000002
2025-01-11 10:00:00,19.2,44.84,25.64375
2025-01-11 11:00:00,17.76,42.53,24.77125
2025-01-11 12:00:00,18.048,37.25,19.202
2025-01-11 13:00:00,22.368,30.28,7.9132500000000014
2025-01-11 14:00:00,44.064,22.14,-21.923375
2025-01-11 15:00:00,504.384,13.16,-491.22775
2025-01-11 16:00:00,375.84,4.445,-371.3946875
2025-01-11 17:00:00,564.096,-3.047,-567.142875
2025-01-11 18:00:00,689.472,-7.523,-696.9954375
2025-01-11 19:00:00,688.224,-7.02,-695.24353125
2025-01-11 20:00:00,331.296,-0.72,-332.01621484375
2025-01-11 21:00:00,0.0,10.93,10.9296875
2025-01-11 22:00:00,0.0,29.53,29.53125
2025-01-11 23:00:00,0.0,58.25,58.25
2025-01-12 00:00:00,0.0,1286.0,1286.0
2025-01-12 01:00:00,0.0,90.0,90.0
2025-01-12 02:00:00,0.0,13.08,13.078125
2025-01-12 03:00:00,0.0,47.44,47.4375
2025-01-12 04:00:00,0.0,21.77,21.765625
2025-01-12 05:00:00,0.0,30.62,30.625
2025-01-12 06:00:00,0.0,32.12,32.125
2025-01-12 07:00:00,0.0,36.9,36.90625
2025-01-12 08:00:00,0.0,42.3,42.3125
2025-01-12 09:00:00,17.856,43.8,25.9565
2025-01-12 10:00:00,20.544,43.9,23.36225
2025-01-12 11:00:00,20.064,40.75,20.686
2025-01-12 12:00:00,21.216,36.16,14.940249999999999
2025-01-12 13:00:00,22.656,29.34,6.687750000000001
2025-01-12 14:00:00,465.6,21.44,-444.1625
2025-01-12 15:00:00,280.032,12.54,-267.4929375
2025-01-12 16:00:00,241.344,4.24,-237.10571875
2025-01-12 17:00:00,520.512,-2.799,-523.310828125
2025-01-12 18:00:00,687.648,-6.797,-694.444875
2025-01-12 19:00:00,686.88,-6.707,-693.58703125
2025-01-12 20:00:00,282.144,-0.7935,-282.93745703125
2025-01-12 21:00:00,0.0,10.18,10.1796875
2025-01-12 22:00:00,0.0,27.7,27.703125
2025-01-12 23:00:00,0.0,55.8,55.8125
2025-01-13 00:00:00,0.0,1478.0,1478.0
2025-01-13 01:00:00,0.0,73.0,73.0
2025-01-13 02:00:00,0.0,13.64,13.640625
2025-01-13 03:00:00,0.0,48.9,48.90625
2025-01-13 04:00:00,0.0,22.23,22.234375
2025-01-13 05:00:00,0.0,32.66,32.65625
2025-01-13 06:00:00,0.0,32.66,32.65625
2025-01-13 07:00:00,0.0,37.66,37.65625
2025-01-13 08:00:00,0.0,42.28,42.28125
2025-01-13 09:00:00,17.664,43.38,25.711
2025-01-13 10:00:00,20.352,43.4,23.05425
2025-01-13 11:00:00,21.12,40.12,19.005
2025-01-13 12:00:00,20.928,35.44,14.5095
2025-01-13 13:00:00,20.928,28.84,7.915749999999999
2025-01-13 14:00:00,21.12,20.83,-0.291875000000001
2025-01-13 15:00:00,21.12,12.266,-8.854375000000001
2025-01-13 16:00:00,110.976,4.63,-106.34709375
2025-01-13 17:00:00,537.696,-2.197,-539.893265625
2025-01-13 18:00:00,690.432,-6.844,-697.27575
2025-01-13 19:00:00,169.632,-6.58,-176.210125
2025-01-13 20:00:00,0.0,-1.45,-1.4501953125
2025-01-13 21:00:00,0.0,9.59,9.59375
2025-01-13 22:00:00,0.0,25.73,25.734375
2025-01-13 23:00:00,0.0,52.1,52.09375
2025-01-14 00:00:00,0.0,1675.0,1675.0
2025-01-14 01:00:00,0.0,75.94,75.9375
2025-01-14 02:00:00,0.0,14.555,14.5546875
2025-01-14 03:00:00,0.0,51.72,51.71875
2025-01-14 04:00:00,0.0,24.1,24.09375
2025-01-14 05:00:00,0.0,34.4,34.40625
2025-01-14 06:00:00,0.0,33.22,33.21875
2025-01-14 07:00:00,0.0,38.3,38.3125
2025-01-14 08:00:00,0.0,42.16,42.15625
2025-01-14 09:00:00,10.08,43.47,33.38875
2025-01-14 10:00:00,20.64,42.97,22.32875
2025-01-14 11:00:00,20.352,39.75,19.398
2025-01-14 12:00:00,20.544,34.9,14.36225
2025-01-14 13:00:00,21.216,28.97,7.752749999999999
2025-01-14 14:00:00,22.272,20.7,-1.5688749999999985
2025-01-14 15:00:00,72.672,12.484,-60.187625
2025-01-14 16:00:00,323.232,4.47,-318.76325
2025-01-14 17:00:00,549.024,-2.035,-551.05915625
2025-01-14 18:00:00,686.4,-5.867,-692.2671875
2025-01-14 19:00:00,686.976,-6.41,-693.38615625
2025-01-14 20:00:00,272.064,-1.853,-273.9165390625
2025-01-14 21:00:00,0.0,8.01,8.0078125
2025-01-14 22:00:00,0.0,23.86,23.859375
2025-01-14 23:00:00,0.0,48.75,48.75
2025-01-15 00:00:00,0.0,1919.0,1919.0
2025-01-15 01:00:00,0.0,68.4,68.375
2025-01-15 02:00:00,0.0,15.45,15.453125
2025-01-15 03:00:00,0.0,53.94,53.9375
2025-01-15 04:00:00,0.0,24.2,24.203125
2025-01-15 05:00:00,0.0,35.56,35.5625
2025-01-15 06:00:00,0.0,34.0,34.0
2025-01-15 07:00:00,0.0,39.0,39.0
2025-01-15 08:00:00,0.0,42.56,42.5625
2025-01-15 09:00:00,17.568,43.66,26.08825
2025-01-15 10:00:00,20.16,43.0,22.84
2025-01-15 11:00:00,20.064,39.84,19.77975
2025-01-15 12:00:00,20.256,35.47,15.21275
2025-01-15 13:00:00,56.736,28.92,-27.814124999999997
2025-01-15 14:00:00,700.704,20.92,-679.782125
2025-01-15 15:00:00,597.6,12.44,-585.1625
2025-01-15 16:00:00,443.904,5.273,-438.6305625
2025-01-15 17:00:00,584.928,-1.032,-585.9602265625
2025-01-15 18:00:00,690.24,-5.93,-696.1696875
2025-01-15 19:00:00,689.28,-6.188,-695.4675
2025-01-15 20:00:00,391.104,-2.117,-393.2211875
2025-01-15 21:00:00,0.0,6.74,6.73828125
2025-01-15 22:00:00,0.0,22.81,22.8125
2025-01-15 23:00:00,0.0,46.47,46.46875
2025-01-16 00:00:00,0.0,2134.0,2134.0
2025-01-16 01:00:00,0.0,70.5,70.5
2025-01-16 02:00:00,0.0,14.34,14.34375
2025-01-16 03:00:00,0.0,54.6,54.59375
2025-01-16 04:00:00,0.0,23.73,23.734375
2025-01-16 05:00:00,0.0,36.88,36.875
2025-01-16 06:00:00,0.0,34.4,34.40625
2025-01-16 07:00:00,0.0,39.0,39.0
2025-01-16 08:00:00,0.0,42.28,42.28125
2025-01-16 09:00:00,17.376,44.0,26.624
2025-01-16 10:00:00,20.16,42.7,22.5275
2025-01-16 11:00:00,19.776,39.72,19.94275
2025-01-16 12:00:00,20.448,35.38,14.927
2025-01-16 13:00:00,37.152,28.6,-8.558250000000001
2025-01-16 14:00:00,711.36,20.95,-690.406875
2025-01-16 15:00:00,592.608,12.83,-579.779875
2025-01-16 16:00:00,405.984,5.43,-400.5543125
2025-01-16 17:00:00,571.392,-1.165,-572.5570390625
2025-01-16 18:00:00,687.264,-5.35,-692.6155625
2025-01-16 19:00:00,687.936,-6.152,-694.08834375
2025-01-16 20:00:00,328.416,-2.672,-331.087875
2025-01-16 21:00:00,0.0,6.17,6.171875
2025-01-16 22:00:00,0.0,21.28,21.28125
2025-01-16 23:00:00,0.0,43.9,43.90625
2025-01-17 00:00:00,0.0,2396.0,2396.0
2025-01-17 01:00:00,0.0,65.9,65.875
2025-01-17 02:00:00,0.0,18.81,18.8125
2025-01-17 03:00:00,0.0,60.6,60.59375
2025-01-17 04:00:00,0.0,23.67,23.671875
2025-01-17 05:00:00,0.0,37.72,37.71875
2025-01-17 06:00:00,0.0,35.1,35.09375
2025-01-17 07:00:00,0.0,39.3,39.3125
2025-01-17 08:00:00,0.0,42.66,42.65625
2025-01-17 09:00:00,17.664,43.66,25.99225
2025-01-17 10:00:00,20.16,42.72,22.55875
2025-01-17 11:00:00,19.68,39.7,20.0075
2025-01-17 12:00:00,20.64,35.06,14.4225
2025-01-17 13:00:00,22.272,28.58,6.3061250000000015
2025-01-17 14:00:00,648.192,21.06,-627.1295
2025-01-17 15:00:00,579.936,13.516,-566.420375
2025-01-17 16:00:00,425.664,6.438,-419.2265
2025-01-17 17:00:00,580.608,-0.2556,-580.863615234375
2025-01-17 18:00:00,688.416,-4.08,-692.494125
2025-01-17 19:00:00,686.976,-4.99,-691.96428125
2025-01-17 20:00:00,382.656,-2.04,-384.6950625
2025-01-17 21:00:00,0.0,6.18,6.1796875
2025-01-17 22:00:00,0.0,21.0,21.0
2025-01-17 23:00:00,0.0,42.34,42.34375
2025-01-18 00:00:00,0.0,2610.0,2610.0
2025-01-18 01:00:00,0.0,65.4,65.375
2025-01-18 02:00:00,0.0,11.18,11.1796875
2025-01-18 03:00:00,0.0,68.56,68.5625
2025-01-18 04:00:00,0.0,22.9,22.90625
2025-01-18 05:00:00,0.0,37.97,37.96875
2025-01-18 06:00:00,0.0,34.56,34.5625
2025-01-18 07:00:00,0.0,38.78,38.78125
2025-01-18 08:00:00,0.0,42.56,42.5625
2025-01-18 09:00:00,17.76,43.6,25.83375
2025-01-18 10:00:00,20.256,42.47,22.21275
2025-01-18 11:00:00,19.872,39.88,20.003
2025-01-18 12:00:00,20.928,35.12,14.197
2025-01-18 13:00:00,22.656,28.6,5.937750000000001
2025-01-18 14:00:00,653.28,21.53,-631.74875
2025-01-18 15:00:00,475.2,13.89,-461.309375
2025-01-18 16:00:00,230.4,6.863,-223.53671875
2025-01-18 17:00:00,529.632,0.6807,-528.9513359375
2025-01-18 18:00:00,686.976,-3.664,-690.6400625
2025-01-18 19:00:00,685.536,-4.1,-689.6375625
2025-01-18 20:00:00,300.48,-0.8066,-301.286640625
2025-01-18 21:00:00,0.0,6.91,6.91015625
2025-01-18 22:00:00,0.0,20.33,20.328125
2025-01-18 23:00:00,0.0,42.47,42.46875
2025-01-19 00:00:00,0.0,2822.0,2822.0
2025-01-19 01:00:00,0.0,67.9,67.875
2025-01-19 02:00:00,0.0,16.77,16.765625
2025-01-19 03:00:00,0.0,75.44,75.4375
2025-01-19 04:00:00,0.0,21.72,21.71875
2025-01-19 05:00:00,0.0,40.66,40.65625
2025-01-19 06:00:00,0.0,35.28,35.28125
2025-01-19 07:00:00,0.0,40.03,40.03125
2025-01-19 08:00:00,0.672,42.97,42.29675
2025-01-19 09:00:00,20.352,43.75,23.398
2025-01-19 10:00:00,20.544,43.06,22.5185
2025-01-19 11:00:00,20.736,39.6,18.85775
2025-01-19 12:00:00,21.504,35.62,14.120999999999999
2025-01-19 13:00:00,22.848,28.73,5.886375000000001
2025-01-19 14:00:00,302.4,22.03,-280.36875
2025-01-19 15:00:00,391.68,14.37,-377.3128125
2025-01-19 16:00:00,243.552,6.984,-236.567625
2025-01-19 17:00:00,548.736,1.467,-547.269203125
2025-01-19 18:00:00,687.36,-2.357,-689.717421875
2025-01-19 19:00:00,684.768,-3.852,-688.6195625
2025-01-19 20:00:00,350.4,-0.395,-350.79501953125
2025-01-19 21:00:00,0.0,7.43,7.4296875
2025-01-19 22:00:00,0.0,20.33,20.328125
2025-01-19 23:00:00,0.0,40.28,40.28125
2025-01-20 00:00:00,0.0,3008.0,3008.0
2025-01-20 01:00:00,0.0,68.6,68.625
2025-01-20 02:00:00,0.0,11.72,11.71875
2025-01-20 03:00:00,0.0,84.75,84.75
2025-01-20 04:00:00,0.0,20.45,20.453125
2025-01-20 05:00:00,0.0,40.4,40.40625
2025-01-20 06:00:00,0.0,35.22,35.21875
2025-01-20 07:00:00,0.0,39.88,39.875
2025-01-20 08:00:00,0.0,42.8,42.8125
2025-01-20 09:00:00,18.432,43.1,24.66175
2025-01-20 10:00:00,20.736,42.34,21.60775
2025-01-20 11:00:00,20.64,39.22,18.57875
2025-01-20 12:00:00,20.832,34.94,14.1055
2025-01-20 13:00:00,21.6,29.16,7.556249999999999
2025-01-20 14:00:00,22.56,22.33,-0.23187499999999872
2025-01-20 15:00:00,22.08,14.59,-7.486249999999998
2025-01-20 16:00:00,42.624,7.92,-34.702125
2025-01-20 17:00:00,495.84,1.849,-493.9913671875
2025-01-20 18:00:00,685.44,-1.666,-687.106015625
2025-01-20 19:00:00,686.88,-2.867,-689.7471875
2025-01-20 20:00:00,212.256,0.8066,-211.449359375
2025-01-20 21:00:00,0.0,7.44,7.44140625
2025-01-20 22:00:00,0.0,21.1,21.09375
2025-01-20 23:00:00,0.0,40.94,40.9375
2025-01-21 00:00:00,0.0,3178.0,3178.0
2025-01-21 01:00:00,0.0,75.75,75.75
2025-01-21 02:00:00,0.0,14.16,14.15625
2025-01-21 03:00:00,0.0,89.7,89.6875
2025-01-21 04:00:00,0.0,19.56,19.5625
2025-01-21 05:00:00,0.0,41.12,41.125
2025-01-21 06:00:00,0.0,35.06,35.0625
2025-01-21 07:00:00,0.0,39.9,39.90625
2025-01-21 08:00:00,0.096,42.7,42.5915
2025-01-21 09:00:00,18.72,42.97,24.24875
2025-01-21 10:00:00,20.544,41.8,21.2685
2025-01-21 11:00:00,20.16,39.16,18.99625
2025-01-21 12:00:00,20.832,34.47,13.63675
2025-01-21 13:00:00,22.176,28.89,6.714625000000002
2025-01-21 14:00:00,162.432,22.12,-140.307
2025-01-21 15:00:00,479.616,15.19,-464.4285
2025-01-21 16:00:00,306.816,8.08,-298.737875
2025-01-21 17:00:00,548.832,2.523,-546.3085625
2025-01-21 18:00:00,686.4,-1.321,-687.7212890625
2025-01-21 19:00:00,684.768,-1.849,-686.6166328125
2025-01-21 20:00:00,323.424,0.7236,-322.7003671875
2025-01-21 21:00:00,0.0,8.445,8.4453125
2025-01-21 22:00:00,0.0,21.0,21.0
2025-01-21 23:00:00,0.0,39.88,39.875
2025-01-22 00:00:00,0.0,3312.0,3312.0
2025-01-22 01:00:00,0.0,78.94,78.9375
2025-01-22 02:00:00,0.0,11.07,11.0703125
2025-01-22 03:00:00,0.0,98.8,98.8125
2025-01-22 04:00:00,0.0,18.11,18.109375
2025-01-22 05:00:00,0.0,40.75,40.75
2025-01-22 06:00:00,0.0,34.9,34.90625
2025-01-22 07:00:00,0.0,39.16,39.15625
2025-01-22 08:00:00,0.0,43.2,43.1875
2025-01-22 09:00:00,17.568,42.53,24.96325
2025-01-22 10:00:00,20.736,41.62,20.889
2025-01-22 11:00:00,20.448,39.03,18.58325
2025-01-22 12:00:00,20.448,34.38,13.927
2025-01-22 13:00:00,21.696,28.62,6.9289999999999985
2025-01-22 14:00:00,68.64,22.08,-46.561875
2025-01-22 15:00:00,519.648,14.86,-504.788625
2025-01-22 16:00:00,364.032,8.54,-355.4929375
