발전구분,호기,일자,1시 발전량(MWh),2시 발전량(MWh),3시 발전량(MWh),4시 발전량(MWh),5시 발전량(MWh),6시 발전량(MWh),7시 발전량(MWh),8시 발전량(MWh),9시 발전량(MWh),10시 발전량(MWh),11시 발전량(MWh),12시 발전량(MWh),13시 발전량(MWh),14시 발전량(MWh),15시 발전량(MWh),16시 발전량(MWh),17시 발전량(MWh),18시 발전량(MWh),19시 발전량(MWh),20시 발전량(MWh),21시 발전량(MWh),22시 발전량(MWh),23시 발전량(MWh),24시 발전량(MWh),총량(KW),평균(KW),최대(시간별),최소(시간별),최대,최소,파일출처
영흥태양광 #3,2, 2025-04-17 00:00:00,0,0,0,0,0,0.0,7.68,49.728,47.328,41.376,38.88,37.44,78.432,427.968,424.608,247.2,799.296,807.36,612.0,0.0,0.0,0.0,0.0,0.0,3619.296,151,807.36,7.68,807.36,0,남동발전량_2025_04.csv
영흥태양광 #3,3, 2025-04-17 00:00:00,0,0,0,0,0,0.0,8.64,49.08,51.6,50.88,41.88,40.2,93.24,450.96,439.68,245.28,792.12,804.84,640.2,0.0,0.0,0.0,0.0,0.0,3708.6,155,804.84,8.64,804.84,0,남동발전량_2025_04.csv
영흥태양광,1, 2025-04-17 00:00:00,0,0,0,0,0,0.0,8.87,65.165,180.25,370.406,483.686,522.355,388.723,340.992,331.93,186.394,95.77,42.586,3.533,0.0,0.0,0.0,0.0,0.0,3020.66,126,522.35,3.533,522.355,0,남동발전량_2025_04.csv
예천태양광,1, 2025-04-17 00:00:00,0,0,0,0,0,0.0,69.48,342.0,680.04,962.1,1155.96,1253.88,1195.02,1152.54,989.28,812.34,502.2,228.6,53.28,0.0,0.0,0.0,0.0,0.0,9396.72,392,1253.88,53.28,1253.88,0,남동발전량_2025_04.csv
여수태양광,1, 2025-04-17 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.42,430.42,18,430.42,430.42,430.42,0,남동발전량_2025_04.csv
영흥태양광,2, 2025-04-17 00:00:00,0,0,0,0,0,0.0,3.857,40.497,107.992,283.478,337.474,371.221,269.015,242.981,236.232,134.025,66.531,28.926,1.928,0.0,0.0,0.0,0.0,0.0,2124.157,89,371.22,1.928,371.221,0,남동발전량_2025_04.csv
탑선태양광,1, 2025-04-17 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.0,1639.0,68,1639.0,1639.0,1639.0,0,남동발전량_2025_04.csv
탑선태양광,3, 2025-04-17 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,874.0,36,874.0,874.0,874.0,0,남동발전량_2025_04.csv
경상대태양광,1, 2025-04-17 00:00:00,0,0,0,0,0,0.0,7.848,35.136,72.432,107.856,194.184,199.224,151.2,201.888,204.048,156.024,125.136,66.024,11.16,0.0,0.0,0.0,0.0,0.0,1532.16,64,204.04,7.848,204.048,0,남동발전량_2025_04.csv
고흥만 수상태양광,1, 2025-04-17 00:00:00,0,0,0,0,0,0.0,254.772,6973.932,21003.276,35402.388,42486.36,28059.024,43364.16,47731.908,42960.96,35899.416,23957.052,10976.28,2253.552,0.0,0.0,0.0,0.0,0.0,341323.08,14222,47731.9,254.772,47731.908,0,남동발전량_2025_04.csv
영동태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,0.0,9.888,18.816,18.048,15.552,18.432,23.712,255.072,384.48,778.272,679.968,624.192,687.84,684.864,579.264,0.0,0.0,0.0,4778.4,199,778.27,9.888,778.272,0,남동발전량_2025_04.csv
삼천포태양광#5,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,65.218,541.182,1260.069,1941.715,313.958,329.404,320.807,255.178,1629.084,1317.678,1063.983,2510.582,2517.01,2464.037,775.872,0.0,0.0,0.0,17305.777,721,2517.01,65.218,2517.01,0,남동발전량_2025_04.csv
삼천포태양광#5,2, 2025-04-16 00:00:00,0,0,0,0,0,0.0,140.3,1089.394,2519.908,3835.303,909.857,1368.665,1092.034,2482.166,4327.501,3008.556,2384.826,4250.864,3936.937,3774.007,855.632,0.0,0.0,0.0,35975.95,1499,4327.5,140.3,4327.501,0,남동발전량_2025_04.csv
광양항세방태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,60.0,314.4,832.8,1406.4,1735.2,1941.6,1910.4,1658.4,1764.0,1336.8,758.4,384.0,57.6,0.0,0.0,0.0,0.0,0.0,14160.0,590,1941.6,57.6,1941.6,0,남동발전량_2025_04.csv
두산엔진MG태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,1.86,5.04,11.64,24.84,33.36,27.54,17.04,27.42,28.98,23.82,22.68,10.98,1.44,0.0,0.0,0.0,0.0,0.0,236.64,10,33.36,1.44,33.36,0,남동발전량_2025_04.csv
삼천포태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,남동발전량_2025_04.csv
삼천포태양광,2, 2025-04-16 00:00:00,0,0,0,0,0,0.0,23.232,145.824,356.64,542.496,673.056,740.736,682.752,568.224,606.336,416.256,312.768,93.312,19.296,0.0,0.0,0.0,0.0,0.0,5180.928,216,740.73,19.296,740.736,0,남동발전량_2025_04.csv
삼천포태양광,3, 2025-04-16 00:00:00,0,0,0,0,0,0.0,6.48,50.148,117.756,179.856,223.704,247.68,227.772,190.296,203.616,139.644,105.012,27.72,4.572,0.0,0.0,0.0,0.0,0.0,1724.256,72,247.68,4.572,247.68,0,남동발전량_2025_04.csv
삼천포태양광,4, 2025-04-16 00:00:00,0,0,0,0,0,0.0,21.417,90.733,95.847,103.204,100.092,104.743,1209.88,903.518,1076.794,766.23,1156.885,1180.651,1186.562,604.978,0.0,0.0,0.0,0.0,8601.534,358,1209.88,21.417,1209.88,0,남동발전량_2025_04.csv
구미태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,5.062,66.097,218.104,349.864,571.656,640.284,658.074,640.718,576.574,384.431,232.929,165.459,28.275,0.0,0.0,0.0,0.0,0.0,4537.527,189,658.07,5.062,658.074,0,남동발전량_2025_04.csv
삼천포태양광#6,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,8.769,73.828,85.953,90.329,86.733,82.092,87.792,89.411,480.197,358.8,539.474,629.6,633.21,352.922,0.0,0.0,0.0,0.0,3599.11,150,633.21,8.769,633.21,0,남동발전량_2025_04.csv
영흥태양광#5,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,77.137,542.368,1272.758,1894.674,2519.0,2757.642,2699.789,2092.337,1636.747,1754.863,771.368,494.158,98.832,0.0,0.0,0.0,0.0,0.0,18611.673,775,2757.64,77.137,2757.642,0,남동발전량_2025_04.csv
영흥태양광 #3,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,34.08,366.96,869.52,1277.76,96.0,84.24,85.2,89.04,711.84,1188.24,535.44,2274.24,2265.12,1936.8,0.0,0.0,0.0,0.0,11814.48,492,2274.24,34.08,2274.24,0,남동발전량_2025_04.csv
영흥태양광 #3,2, 2025-04-16 00:00:00,0,0,0,0,0,0.0,15.264,47.712,43.68,39.456,33.792,420.192,833.856,649.248,514.176,546.72,832.032,884.448,723.072,0.0,0.0,0.0,0.0,0.0,5583.648,233,884.44,15.264,884.448,0,남동발전량_2025_04.csv
영흥태양광 #3,3, 2025-04-16 00:00:00,0,0,0,0,0,0.0,13.56,53.4,50.4,46.8,41.28,511.68,906.0,710.16,549.48,577.32,917.52,911.88,667.44,0.0,0.0,0.0,0.0,0.0,5956.92,248,917.52,13.56,917.52,0,남동발전량_2025_04.csv
영흥태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,9.37,97.459,280.474,454.81,615.974,668.006,650.035,557.875,419.059,442.368,214.31,121.651,18.701,0.0,0.0,0.0,0.0,0.0,4550.092,190,668.0,9.37,668.006,0,남동발전량_2025_04.csv
예천태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,55.62,272.88,690.12,1080.9,1248.3,1389.6,1413.18,1346.58,1180.62,878.76,531.36,226.8,55.8,0.0,0.0,0.0,0.0,0.0,10370.52,432,1413.18,55.62,1413.18,0,남동발전량_2025_04.csv
여수태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.23,822.23,34,822.23,822.23,822.23,0,남동발전량_2025_04.csv
영흥태양광,2, 2025-04-16 00:00:00,0,0,0,0,0,0.0,9.642,87.743,217.912,332.653,441.608,465.714,464.749,369.293,290.227,295.048,133.061,80.994,12.535,0.0,0.0,0.0,0.0,0.0,3201.179,133,465.71,9.642,465.714,0,남동발전량_2025_04.csv
탑선태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.0,1639.0,68,1639.0,1639.0,1639.0,0,남동발전량_2025_04.csv
탑선태양광,3, 2025-04-16 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,874.0,36,874.0,874.0,874.0,0,남동발전량_2025_04.csv
경상대태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,13.32,101.016,258.696,414.432,526.176,594.432,564.84,502.848,475.848,360.144,288.432,79.2,19.656,0.0,0.0,0.0,0.0,0.0,4199.04,175,594.43,13.32,594.432,0,남동발전량_2025_04.csv
고흥만 수상태양광,1, 2025-04-16 00:00:00,0,0,0,0,0,0.0,1692.936,10563.588,23104.284,35242.872,45418.464,49256.34,48595.344,38870.412,38546.172,23350.32,18832.8,6954.696,1511.832,0.0,0.0,0.0,0.0,0.0,341940.06,14248,49256.34,1511.832,49256.34,0,남동발전량_2025_04.csv
영동태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,0.0,11.136,20.16,18.72,17.664,18.912,80.064,888.0,898.752,846.912,738.432,658.656,690.144,683.712,678.72,230.016,0.0,0.0,6480.0,270,898.75,11.13,898.752,0,남동발전량_2025_04.csv
삼천포태양광#5,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,58.785,641.83,1391.621,1741.625,402.886,442.966,236.762,193.743,1287.795,2006.565,1333.462,2514.221,2524.853,2470.106,1105.668,0.0,0.0,0.0,18352.888,765,2524.85,58.78,2524.853,0,남동발전량_2025_04.csv
삼천포태양광#5,2, 2025-04-15 00:00:00,0,0,0,0,0,0.0,109.801,1283.659,2847.242,3437.103,949.051,1695.687,2099.928,1975.823,4970.139,4142.681,2610.994,4271.703,3940.334,3774.913,1342.485,0.0,0.0,0.0,39451.543,1644,4970.13,109.8,4970.139,0,남동발전량_2025_04.csv
광양항세방태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,52.8,410.4,926.4,1404.0,1900.8,2071.2,1708.8,2064.0,1992.0,1672.8,1245.6,580.8,105.6,0.0,0.0,0.0,0.0,0.0,16135.2,672,2071.2,52.8,2071.2,0,남동발전량_2025_04.csv
두산엔진MG태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,1.62,3.54,10.5,27.18,17.94,16.8,22.32,22.92,20.04,31.38,35.52,31.2,6.12,0.0,0.0,0.0,0.0,0.0,247.08,10,35.52,1.62,35.52,0,남동발전량_2025_04.csv
삼천포태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,남동발전량_2025_04.csv
삼천포태양광,2, 2025-04-15 00:00:00,0,0,0,0,0,0.0,19.104,167.328,377.856,488.64,477.12,717.6,779.616,764.64,676.032,541.344,340.8,144.48,21.504,0.0,0.0,0.0,0.0,0.0,5516.064,230,779.61,19.104,779.616,0,남동발전량_2025_04.csv
삼천포태양광,3, 2025-04-15 00:00:00,0,0,0,0,0,0.0,6.516,61.848,121.644,166.392,169.128,243.576,267.48,263.808,233.676,188.748,119.952,49.068,3.744,0.0,0.0,0.0,0.0,0.0,1895.58,79,267.48,3.744,267.48,0,남동발전량_2025_04.csv
삼천포태양광,4, 2025-04-15 00:00:00,0,0,0,0,0,0.0,11.216,86.814,98.845,142.997,158.765,223.501,701.833,1320.269,1219.131,1035.495,1176.443,1185.737,1189.253,777.441,0.0,0.0,0.0,0.0,9327.74,389,1320.26,11.21,1320.269,0,남동발전량_2025_04.csv
구미태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,2.314,79.692,201.399,290.854,461.881,595.304,611.647,401.57,394.627,441.054,323.541,161.12,29.216,0.072,0.0,0.0,0.0,0.0,3994.291,166,611.64,0.072,611.647,0,남동발전량_2025_04.csv
삼천포태양광#6,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,8.805,76.049,84.947,88.099,85.691,86.054,87.397,80.614,83.719,417.762,571.332,632.123,632.831,474.54,0.0,0.0,0.0,0.0,3409.963,142,632.83,8.8,632.831,0,남동발전량_2025_04.csv
영흥태양광#5,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,108.474,571.295,1323.379,1993.505,2550.337,2957.716,3075.832,3017.979,2711.842,2229.737,1487.295,696.642,113.295,0.0,0.0,0.0,0.0,0.0,22837.328,952,3075.83,108.474,3075.832,0,남동발전량_2025_04.csv
영흥태양광 #3,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,41.28,406.8,962.88,1444.32,96.72,83.04,81.36,422.88,1743.36,1470.96,1024.56,2282.88,2268.48,1965.6,0.0,0.0,0.0,0.0,14295.12,596,2282.88,41.28,2282.88,0,남동발전량_2025_04.csv
영흥태양광 #3,2, 2025-04-15 00:00:00,0,0,0,0,0,0.0,18.72,49.632,44.928,35.904,31.776,379.584,952.704,923.232,835.104,698.208,858.144,887.328,777.6,233.28,0.0,0.0,0.0,0.0,6726.144,280,952.7,18.72,952.704,0,남동발전량_2025_04.csv
영흥태양광 #3,3, 2025-04-15 00:00:00,0,0,0,0,0,0.0,11.88,50.88,53.76,45.6,40.56,555.12,1033.56,991.08,896.88,740.28,1010.88,973.68,777.48,112.8,0.0,0.0,0.0,0.0,7294.44,304,1033.56,11.88,1033.56,0,남동발전량_2025_04.csv
영흥태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,5.069,79.334,226.368,380.16,500.429,560.256,587.405,566.938,564.71,146.496,0.0,167.002,20.467,0.0,0.0,0.0,0.0,0.0,3804.634,159,587.4,5.069,587.405,0,남동발전량_2025_04.csv
예천태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,48.42,158.58,365.4,695.7,1153.44,1517.76,1375.74,1215.0,794.7,857.7,649.8,280.08,61.56,0.0,0.0,0.0,0.0,0.0,9173.88,382,1517.76,48.42,1517.76,0,남동발전량_2025_04.csv
여수태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.63,964.63,40,964.63,964.63,964.63,0,남동발전량_2025_04.csv
영흥태양광,2, 2025-04-15 00:00:00,0,0,0,0,0,0.0,10.606,93.528,235.267,375.078,154.274,0.0,431.002,377.006,246.838,111.848,14.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049.91,85,431.0,10.606,431.002,0,남동발전량_2025_04.csv
탑선태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.0,1639.0,68,1639.0,1639.0,1639.0,0,남동발전량_2025_04.csv
탑선태양광,3, 2025-04-15 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,874.0,36,874.0,874.0,874.0,0,남동발전량_2025_04.csv
경상대태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,11.592,110.736,295.056,389.88,460.944,662.4,650.592,616.248,596.808,506.304,368.568,183.96,28.008,0.0,0.0,0.0,0.0,0.0,4881.096,203,662.4,11.592,662.4,0,남동발전량_2025_04.csv
고흥만 수상태양광,1, 2025-04-15 00:00:00,0,0,0,0,0,0.0,1529.976,7344.708,25766.244,38723.16,36525.972,42987.924,39397.26,55199.088,49848.036,40436.256,28016.772,13083.672,2156.196,0.0,0.0,0.0,0.0,0.0,381015.264,15876,55199.08,1529.976,55199.088,0,남동발전량_2025_04.csv
영동태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,0.0,4.416,20.256,19.296,17.28,17.472,18.816,17.76,17.952,18.528,243.36,616.32,688.128,686.976,521.184,0.0,0.0,0.0,2907.744,121,688.12,4.416,688.128,0,남동발전량_2025_04.csv
삼천포태양광#5,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,20.294,297.884,979.758,1682.428,240.847,538.187,273.411,202.592,198.69,323.394,432.542,2492.915,2493.577,941.328,0.0,0.0,0.0,0.0,11117.847,463,2493.57,20.29,2493.577,0,남동발전량_2025_04.csv
삼천포태양광#5,2, 2025-04-14 00:00:00,0,0,0,0,0,0.0,61.465,735.616,2372.8,3993.948,1148.438,1057.308,450.38,310.686,329.609,485.563,875.071,4031.939,3876.672,3870.554,527.016,0.0,0.0,0.0,24127.065,1005,4031.93,61.46,4031.939,0,남동발전량_2025_04.csv
광양항세방태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,21.6,225.6,739.2,1284.0,1425.6,1348.8,1444.8,957.6,463.2,400.8,230.4,108.0,12.0,0.0,0.0,0.0,0.0,0.0,8661.6,361,1444.8,12.0,1444.8,0,남동발전량_2025_04.csv
두산엔진MG태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,0.42,7.38,11.64,20.1,15.66,15.6,7.08,13.2,8.76,23.94,8.58,4.86,1.26,0.0,0.0,0.0,0.0,0.0,138.48,6,23.94,0.42,23.94,0,남동발전량_2025_04.csv
삼천포태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,남동발전량_2025_04.csv
삼천포태양광,2, 2025-04-14 00:00:00,0,0,0,0,0,0.0,11.52,98.304,283.776,471.168,687.552,388.992,342.24,343.296,252.672,329.76,110.208,38.688,10.752,0.0,0.0,0.0,0.0,0.0,3368.928,140,687.55,10.752,687.552,0,남동발전량_2025_04.csv
삼천포태양광,3, 2025-04-14 00:00:00,0,0,0,0,0,0.0,2.664,30.06,92.448,165.564,231.804,133.884,107.28,110.772,81.684,106.56,33.012,9.684,2.268,0.0,0.0,0.0,0.0,0.0,1107.684,46,231.8,2.268,231.804,0,남동발전량_2025_04.csv
삼천포태양광,4, 2025-04-14 00:00:00,0,0,0,0,0,0.0,10.477,89.414,92.534,103.634,99.68,204.498,105.958,320.036,416.017,577.59,1081.334,1173.076,1177.051,86.773,0.0,0.0,0.0,0.0,5538.072,231,1177.05,10.477,1177.051,0,남동발전량_2025_04.csv
구미태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,2.748,17.645,76.944,178.548,308.933,207.763,143.33,162.566,80.271,85.477,42.015,15.693,4.194,0.0,0.0,0.0,0.0,0.0,1326.127,55,308.93,2.748,308.933,0,남동발전량_2025_04.csv
삼천포태양광#6,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,0.501,39.311,73.557,91.702,86.874,87.655,86.523,84.246,83.172,126.237,458.598,292.036,0.715,0.0,0.0,0.0,0.0,0.0,1511.127,63,458.59,0.501,458.598,0,남동발전량_2025_04.csv
영흥태양광#5,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,91.6,209.716,308.547,310.958,959.389,653.253,624.326,923.232,351.937,0.0,221.768,197.663,0.0,0.0,0.0,0.0,0.0,0.0,4852.389,202,959.38,91.6,959.389,0,남동발전량_2025_04.csv
영흥태양광 #3,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,41.04,112.08,174.96,189.84,97.92,100.56,98.64,98.16,98.88,87.12,263.04,1973.04,0.0,0.0,0.0,0.0,0.0,0.0,3335.28,139,1973.04,41.04,1973.04,0,남동발전량_2025_04.csv
영흥태양광 #3,2, 2025-04-14 00:00:00,0,0,0,0,0,0.0,17.184,50.016,46.944,43.008,45.504,50.016,47.904,47.424,50.208,55.2,792.48,360.672,0.0,0.0,0.0,0.0,0.0,0.0,1606.56,67,792.48,17.184,792.48,0,남동발전량_2025_04.csv
영흥태양광 #3,3, 2025-04-14 00:00:00,0,0,0,0,0,0.0,20.16,42.72,49.32,37.8,50.52,40.8,47.4,46.68,47.04,45.0,791.16,392.28,0.0,0.0,0.0,0.0,0.0,0.0,1610.88,67,791.16,20.16,791.16,0,남동발전량_2025_04.csv
영흥태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,11.635,35.635,47.962,55.334,194.112,163.469,128.87,185.165,75.379,63.014,43.507,29.107,0.0,0.0,0.0,0.0,0.0,0.0,1033.189,43,194.11,11.635,194.112,0,남동발전량_2025_04.csv
예천태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,34.02,84.78,257.76,599.76,607.14,1119.78,616.14,140.4,91.98,297.54,174.78,67.86,11.34,0.0,0.0,0.0,0.0,0.0,4103.28,171,1119.78,11.34,1119.78,0,남동발전량_2025_04.csv
여수태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.36,658.36,27,658.36,658.36,658.36,0,남동발전량_2025_04.csv
영흥태양광,2, 2025-04-14 00:00:00,0,0,0,0,0,0.0,14.463,36.64,53.996,58.817,208.269,134.989,107.992,159.095,65.566,29.891,64.602,30.855,0.0,0.0,0.0,0.0,0.0,0.0,965.175,40,208.26,14.463,208.269,0,남동발전량_2025_04.csv
탑선태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.0,1639.0,68,1639.0,1639.0,1639.0,0,남동발전량_2025_04.csv
탑선태양광,3, 2025-04-14 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,874.0,36,874.0,874.0,874.0,0,남동발전량_2025_04.csv
경상대태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,5.688,78.12,236.448,447.84,497.592,244.512,235.152,192.96,226.224,218.16,144.72,78.336,21.96,0.0,0.0,0.0,0.0,0.0,2627.712,109,497.59,5.688,497.592,0,남동발전량_2025_04.csv
고흥만 수상태양광,1, 2025-04-14 00:00:00,0,0,0,0,0,0.0,1751.652,9385.908,24305.82,36458.268,46131.96,43237.404,28109.928,17271.912,16324.14,7109.004,2713.704,742.14,47.208,1.932,0.0,0.0,0.0,0.0,233590.98,9733,46131.96,1.932,46131.96,0,남동발전량_2025_04.csv
영동태양광,1, 2025-04-13 00:00:00,0,0,0,0,0,0.0,0.0,0.0,11.904,21.504,41.28,54.24,21.024,535.2,701.28,712.896,432.192,670.944,689.952,685.344,685.728,150.528,0.0,0.0,5414.016,226,712.89,11.904,712.896,0,남동발전량_2025_04.csv
삼천포태양광#5,1, 2025-04-13 00:00:00,0,0,0,0,0,0.0,55.371,583.636,1415.276,1814.106,724.988,290.879,442.607,321.442,281.096,341.24,1292.334,2479.95,2519.49,1802.541,0.0,0.0,0.0,0.0,14364.956,599,2519.49,55.371,2519.49,0,남동발전량_2025_04.csv
삼천포태양광#5,2, 2025-04-13 00:00:00,0,0,0,0,0,0.0,95.217,1208.376,2845.272,3058.466,1734.257,485.703,994.32,480.061,654.599,966.693,2521.595,4233.091,3952.45,3870.664,1191.008,0.0,0.0,0.0,28291.772,1179,4233.09,95.21,4233.091,0,남동발전량_2025_04.csv
광양항세방태양광,1, 2025-04-13 00:00:00,0,0,0,0,0,0.0,45.6,278.4,739.2,1118.4,1120.8,936.0,1802.4,837.6,828.0,859.2,720.0,520.8,105.6,0.0,0.0,0.0,0.0,0.0,9912.0,413,1802.4,45.6,1802.4,0,남동발전량_2025_04.csv
두산엔진MG태양광,1, 2025-04-13 00:00:00,0,0,0,0,0,0.0,1.74,4.02,10.62,26.7,24.36,9.24,20.22,20.22,21.9,14.28,24.36,23.82,3.48,0.0,0.0,0.0,0.0,0.0,204.96,9,26.7,1.74,26.7,0,남동발전량_2025_04.csv
삼천포태양광,1, 2025-04-13 00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,남동발전량_2025_04.csv
삼천포태양광,2, 2025-04-13 00:00:00,0,0,0,0,0,0.0,17.472,156.768,399.072,435.936,637.728,336.096,0.0,157.152,366.048,408.48,339.648,122.784,20.544,0.0,0.0,0.0,0.0,0.0,3397.728,142,637.72,17.472,637.728,0,남동발전량_2025_04.csv
삼천포태양광,3, 2025-04-13 00:00:00,0,0,0,0,0,0.0,5.328,58.032,132.552,144.54,214.416,121.104,180.18,84.276,121.248,140.256,115.596,37.944,4.464,0.0,0.0,0.0,0.0,0.0,1359.936,57,214.41,4.464,214.416,0,남동발전량_2025_04.csv
삼천포태양광,4, 2025-04-13 00:00:00,0,0,0,0,0,0.0,11.077,84.776,96.012,173.525,216.142,123.731,163.274,219.384,673.336,717.403,1176.439,1178.556,1185.843,690.468,0.0,0.0,0.0,0.0,6709.966,280,1185.84,11.077,1185.843,0,남동발전량_2025_04.csv
구미태양광,1, 2025-04-13 00:00:00,0,0,0,0,0,0.0,2.965,69.785,239.148,351.382,253.973,311.609,422.758,446.478,456.313,199.881,228.807,151.791,29.143,0.0,0.0,0.0,0.0,0.0,3164.033,132,456.31,2.965,456.313,0,남동발전량_2025_04.csv
삼천포태양광#6,1, 2025-04-13 00:00:00,0,0,0,0,0,0.0,6.727,73.077,86.255,90.614,90.9,95.535,82.823,85.616,86.762,154.128,534.368,480.517,4.305,0.0,0.0,0.0,0.0,0.0,1871.627,78,534.36,4.305,534.368,0,남동발전량_2025_04.csv
영흥태양광#5,1, 2025-04-13 00:00:00,0,0,0,0,0,0.0,74.726,491.747,1200.442,1111.253,1868.158,1549.968,1938.063,2323.747,2290.0,2147.779,1053.4,740.032,110.884,0.0,0.0,0.0,0.0,0.0,16900.199,704,2323.74,74.726,2323.747,0,남동발전량_2025_04.csv
영흥태양광 #3,1, 2025-04-13 00:00:00,0,0,0,0,0,0.0,33.12,331.68,813.12,769.92,80.64,88.08,89.04,86.16,92.16,995.28,718.56,2284.56,2264.64,2006.4,0.0,0.0,0.0,0.0,10653.36,444,2284.56,33.12,2284.56,0,남동발전량_2025_04.csv
