년월일,호기,설비용량(kW),총량(kWh),평균(kWh),0-1시 발전량(kWh),1-2시 발전량(kWh),2-3시 발전량(kWh),3-4시 발전량(kWh),4-5시 발전량(kWh),5-6시 발전량(kWh),6-7시 발전량(kWh),7-8시 발전량(kWh),8-9시 발전량(kWh),9-10시 발전량(kWh),10-11시 발전량(kWh),11-12시 발전량(kWh),12-13시 발전량(kWh),13-14시 발전량(kWh),14-15시 발전량(kWh),15-16시 발전량(kWh),16-17시 발전량(kWh),17-18시 발전량(kWh),18-19시 발전량(kWh),19-20시 발전량(kWh),20-21시 발전량(kWh),21-22시 발전량(kWh),22-23시 발전량(kWh),23-24시 발전량(kWh)
2024-11-14,(신재생) (하동) 익산 다송리 태양광,893,1735578,,0,0,0,0,0,0,0,20248,49175,124383,265399,454143,457759,222009,83886,36881,21695,0,0,0,0,0,0,0
2024-11-15,(신재생) (하동) 익산 다송리 태양광,893,1870810,,0,0,0,0,0,0,0,1446,26034,203931,358686,193806,470053,222009,135954,190191,66531,2169,0,0,0,0,0,0
2024-11-16,(신재생) (하동) 익산 다송리 태양광,893,2902756,,0,0,0,0,0,0,0,12294,132338,381104,290709,517781,564786,501872,366641,104135,31096,0,0,0,0,0,0,0
2024-11-17,(신재생) (하동) 익산 다송리 태양광,893,961800,,0,0,0,0,0,0,0,3616,19525,73762,99796,85333,164157,184405,179343,99073,50621,2169,0,0,0,0,0,0
2024-11-18,(신재생) (하동) 익산 다송리 태양광,893,4025095,,0,0,0,0,0,0,0,12294,153309,450527,603114,674706,670367,600221,496809,289263,72316,2169,0,0,0,0,0,0
2024-11-19,(신재생) (하동) 익산 다송리 태양광,893,2390038,,0,0,0,0,0,0,0,13017,135231,409307,459928,442573,299387,336992,164880,91118,34712,2893,0,0,0,0,0,0
2024-11-20,(신재생) (하동) 익산 다송리 태양광,893,2831885,,0,0,0,0,0,0,0,18079,130168,373149,482346,535860,459205,427386,227795,123660,52791,1446,0,0,0,0,0,0
2024-11-21,(신재생) (하동) 익산 다송리 태양광,893,2698825,,0,0,0,0,0,0,0,8678,52791,226348,302280,511996,506934,448358,370980,211885,57129,1446,0,0,0,0,0,0
2024-11-22,(신재생) (하동) 익산 다송리 태양광,893,3509484,,0,0,0,0,0,0,0,10847,112089,357240,530798,606729,603837,540922,444019,238642,62192,2169,0,0,0,0,0,0
2024-11-23,(신재생) (하동) 익산 다송리 태양광,893,3309893,,0,0,0,0,0,0,0,5785,51344,306619,529352,594436,550323,540199,438957,229964,60745,2169,0,0,0,0,0,0
2024-11-24,(신재생) (하동) 익산 다송리 태양광,893,3411135,,0,0,0,0,0,0,0,8678,107027,341331,517058,585758,594436,535860,435341,226348,57129,2169,0,0,0,0,0,0
2024-11-25,(신재생) (하동) 익산 다송리 태양광,893,2869491,,0,0,0,0,0,0,0,7955,103412,334099,509826,566956,498979,393398,273354,145355,33988,2169,0,0,0,0,0,0
2024-11-26,(신재생) (하동) 익산 다송리 태양광,893,2541898,,0,0,0,0,0,0,0,0,15909,60745,386889,603837,348562,368087,472222,224179,60745,723,0,0,0,0,0,0
2024-11-27,(신재생) (하동) 익산 다송리 태양광,893,1126678,,0,0,0,0,0,0,0,1446,20248,60745,88948,133784,326144,133784,190191,138123,31096,2169,0,0,0,0,0,0
2024-11-28,(신재생) (하동) 익산 다송리 태양광,893,1347243,,0,0,0,0,0,0,0,5062,75208,205377,239365,232134,164880,203207,90395,80271,50621,723,0,0,0,0,0,0
2024-11-29,(신재생) (하동) 익산 다송리 태양광,893,702184,,0,0,0,0,0,0,0,1446,23141,83163,130168,97626,143908,98349,61468,44836,17356,723,0,0,0,0,0,0
2024-11-30,(신재생) (하동) 익산 다송리 태양광,893,1639399,,0,0,0,0,0,0,0,7232,97626,81717,221286,83886,387613,305896,214055,178620,59299,2169,0,0,0,0,0,0
2024-12-01,(신재생) (하동) 익산 다송리 태양광,893,1130296,,0,0,0,0,0,0,0,5785,57853,151140,153309,128722,49898,193083,232134,127999,30373,0,0,0,0,0,0,0
2024-12-02,(신재생) (하동) 익산 다송리 태양광,893,2231666,,0,0,0,0,0,0,0,5785,75932,254552,443296,509103,310235,303726,240812,44113,43389,723,0,0,0,0,0,0
2024-12-03,(신재생) (하동) 익산 다송리 태양광,893,2980857,,0,0,0,0,0,0,0,7955,67254,130168,416539,567679,574911,582865,421601,151863,58576,1446,0,0,0,0,0,0
2024-12-04,(신재생) (하동) 익산 다송리 태양광,893,3233239,,0,0,0,0,0,0,0,2169,62915,261060,512719,590820,598052,541645,420155,193083,49898,723,0,0,0,0,0,0
2024-12-05,(신재생) (하동) 익산 다송리 태양광,893,1597455,,0,0,0,0,0,0,0,0,14463,31819,295048,179343,412923,332653,211162,74485,45559,0,0,0,0,0,0,0
2024-12-06,(신재생) (하동) 익산 다송리 태양광,893,2700272,,0,0,0,0,0,0,0,6508,39774,86779,177897,559724,602391,564786,449081,177897,35435,0,0,0,0,0,0,0
2024-12-07,(신재생) (하동) 익산 다송리 태양광,893,1100647,,0,0,0,0,0,0,0,723,41220,122937,148247,227795,218394,130892,83886,94734,31819,0,0,0,0,0,0,0
2024-12-08,(신재생) (하동) 익산 다송리 태양광,893,3376425,,0,0,0,0,0,0,0,2169,57853,264676,518504,616854,626978,571295,451251,211885,53514,1446,0,0,0,0,0,0
2024-12-09,(신재생) (하동) 익산 다송리 태양광,893,1264802,,0,0,0,0,0,0,0,3616,79547,269015,215501,229964,175727,125829,84609,59299,21695,0,0,0,0,0,0,0
2024-12-10,(신재생) (하동) 익산 다송리 태양광,893,3098006,,0,0,0,0,0,0,0,4339,65807,252382,496809,582142,582865,509103,359409,188744,54960,1446,0,0,0,0,0,0
2024-12-11,(신재생) (하동) 익산 다송리 태양광,893,2433427,,0,0,0,0,0,0,0,2893,63638,158372,300834,404968,424494,525013,363748,151140,36881,1446,0,0,0,0,0,0
2024-12-12,(신재생) (하동) 익산 다송리 태양광,893,3047387,,0,0,0,0,0,0,0,3616,72316,246597,490301,596605,590820,397014,393398,208269,47005,1446,0,0,0,0,0,0
2024-12-13,(신재생) (하동) 익산 다송리 태양광,893,791134,,0,0,0,0,0,0,0,723,32542,119321,141016,146078,112089,51344,47728,91118,48452,723,0,0,0,0,0,0
2024-12-14,(신재생) (하동) 익산 다송리 태양광,893,1562742,,0,0,0,0,0,0,0,2169,62192,166326,208269,298664,314574,124383,253828,98349,33265,723,0,0,0,0,0,0
2024-12-15,(신재생) (하동) 익산 다송리 태양광,893,1095584,,0,0,0,0,0,0,0,0,3616,82440,198145,482346,149694,46282,34712,61468,36158,723,0,0,0,0,0,0
2024-12-16,(신재생) (하동) 익산 다송리 태양광,893,2897694,,0,0,0,0,0,0,0,1446,62192,235026,480900,590097,511996,443296,376765,154033,41943,0,0,0,0,0,0,0
2024-12-17,(신재생) (하동) 익산 다송리 태양광,893,3185509,,0,0,0,0,0,0,0,1446,59299,227072,471499,592266,597328,545984,413646,201761,70146,5062,0,0,0,0,0,0
2024-12-18,(신재생) (하동) 익산 다송리 태양광,893,1886719,,0,0,0,0,0,0,0,2169,50621,185128,273354,195253,344946,286371,240812,243704,62915,1446,0,0,0,0,0,0
2024-12-19,(신재생) (하동) 익산 다송리 태양광,893,3252041,,0,0,0,0,0,0,0,2169,62915,232857,475838,600944,616854,570572,438234,194529,55683,1446,0,0,0,0,0,0
2024-12-20,(신재생) (하동) 익산 다송리 태양광,893,626254,,0,0,0,0,0,0,0,1446,52791,148247,98349,104135,109920,37604,26757,18802,28203,0,0,0,0,0,0,0
2024-12-21,(신재생) (하동) 익산 다송리 태양광,893,990003,,0,0,0,0,0,0,0,0,10124,148971,166326,205377,122214,258167,42666,27480,8678,0,0,0,0,0,0,0
2024-12-22,(신재생) (하동) 익산 다송리 태양광,893,3385101,,0,0,0,0,0,0,0,1446,60745,237919,486685,624085,642164,591543,456313,219840,62192,2169,0,0,0,0,0,0
2024-12-23,(신재생) (하동) 익산 다송리 태양광,893,1706653,,0,0,0,0,0,0,0,0,37604,78824,130892,348562,587204,336992,122214,30373,32542,1446,0,0,0,0,0,0
2024-12-24,(신재생) (하동) 익산 다송리 태양광,893,3092224,,0,0,0,0,0,0,0,1446,53514,215501,444742,572018,590097,519951,428833,206823,58576,723,0,0,0,0,0,0
2024-12-25,(신재생) (하동) 익산 다송리 태양광,893,2326399,,0,0,0,0,0,0,0,723,40497,135954,378935,502595,548877,221286,243704,210439,41220,2169,0,0,0,0,0,0
2024-12-26,(신재생) (하동) 익산 다송리 태양광,893,2753785,,0,0,0,0,0,0,0,723,40497,172835,297941,416539,470776,601667,459928,219117,70146,3616,0,0,0,0,0,0
2024-12-27,(신재생) (하동) 익산 다송리 태양광,893,2473921,,0,0,0,0,0,0,0,0,37604,213332,404968,455589,538029,353624,238642,175727,55683,723,0,0,0,0,0,0
2024-12-28,(신재생) (하동) 익산 다송리 태양광,893,1268419,,0,0,0,0,0,0,0,0,2169,17356,78824,295772,252382,240812,250936,92564,36158,1446,0,0,0,0,0,0
2024-12-29,(신재생) (하동) 익산 다송리 태양광,893,1762336,,0,0,0,0,0,0,0,0,20972,148971,164157,125829,350008,374596,359409,162711,52067,3616,0,0,0,0,0,0
2024-12-30,(신재생) (하동) 익산 다송리 태양광,893,1006636,,0,0,0,0,0,0,0,0,13017,36881,62915,59299,113536,193806,347839,139569,36881,2893,0,0,0,0,0,0
2024-12-31,(신재생) (하동) 익산 다송리 태양광,893,3397396,,0,0,0,0,0,0,0,723,52067,222733,477284,611792,635656,591543,480900,242981,78101,3616,0,0,0,0,0,0
2025-01-01,(신재생) (하동) 익산 다송리 태양광,893,3113917,,0,0,0,0,0,0,0,1446,53514,209716,438957,560447,582142,532967,432448,223456,74485,4339,0,0,0,0,0,0
2025-01-02,(신재생) (하동) 익산 다송리 태양광,893,3145738,,0,0,0,0,0,0,0,723,48452,198145,434618,576357,595882,552493,438957,224179,71593,4339,0,0,0,0,0,0
2025-01-03,(신재생) (하동) 익산 다송리 태양광,893,3369193,,0,0,0,0,0,0,0,723,54237,227795,490301,611068,629871,579973,418708,246597,105581,4339,0,0,0,0,0,0
2025-01-04,(신재생) (하동) 익산 다송리 태양광,893,2798620,,0,0,0,0,0,0,0,0,12294,64361,422324,597328,619746,588651,224902,170665,93287,5062,0,0,0,0,0,0
2025-01-05,(신재생) (하동) 익산 다송리 태양광,893,582867,,0,0,0,0,0,0,0,0,2893,9401,40497,129445,64361,95457,117152,81717,39051,2893,0,0,0,0,0,0
2025-01-06,(신재생) (하동) 익산 다송리 태양광,893,1598180,,0,0,0,0,0,0,0,723,28203,105581,145355,302280,319636,291433,240812,122937,36881,4339,0,0,0,0,0,0
2025-01-07,(신재생) (하동) 익산 다송리 태양광,893,1991577,,0,0,0,0,0,0,0,1446,45559,211162,331929,456313,247320,226348,217671,163434,87502,2893,0,0,0,0,0,0
2025-01-08,(신재생) (하동) 익산 다송리 태양광,893,715926,,0,0,0,0,0,0,0,0,1446,15186,12294,161987,251659,51344,114259,60745,44113,2893,0,0,0,0,0,0
2025-01-09,(신재생) (하동) 익산 다송리 태양광,893,1164285,,0,0,0,0,0,0,0,723,25311,89672,250213,405692,131615,65807,73762,92564,27480,1446,0,0,0,0,0,0
2025-01-10,(신재생) (하동) 익산 다송리 태양광,893,3267951,,0,0,0,0,0,0,0,0,22418,100519,323252,619746,661689,622639,511996,295772,101965,7955,0,0,0,0,0,0
2025-01-11,(신재생) (하동) 익산 다송리 태양광,893,2641697,,0,0,0,0,0,0,0,0,21695,135954,491024,568402,548154,467883,242981,99073,57853,8678,0,0,0,0,0,0
2025-01-12,(신재생) (하동) 익산 다송리 태양광,893,3069804,,0,0,0,0,0,0,0,1446,70869,204654,299387,521397,595882,548154,455589,271184,92564,8678,0,0,0,0,0,0
2025-01-13,(신재생) (하동) 익산 다송리 태양광,893,2930236,,0,0,0,0,0,0,0,0,42666,239365,324698,544538,567679,517058,383997,246597,58576,5062,0,0,0,0,0,0
2025-01-14,(신재생) (하동) 익산 다송리 태양광,893,2551301,,0,0,0,0,0,0,0,1446,25311,123660,365918,480900,297218,474392,421601,248766,101965,10124,0,0,0,0,0,0
2025-01-15,(신재생) (하동) 익산 다송리 태양광,893,3482005,,0,0,0,0,0,0,0,1446,57129,250936,473668,559001,651565,544538,484516,336992,113536,8678,0,0,0,0,0,0
2025-01-16,(신재생) (하동) 익산 다송리 태양광,893,2537563,,0,0,0,0,0,0,0,0,17356,135231,263953,590820,271907,447635,389059,300111,108474,13017,0,0,0,0,0,0
2025-01-17,(신재생) (하동) 익산 다송리 태양광,893,3533349,,0,0,0,0,0,0,0,723,58576,245874,485962,587204,615407,585035,495363,331929,117152,10124,0,0,0,0,0,0
2025-01-18,(신재생) (하동) 익산 다송리 태양광,893,3133443,,0,0,0,0,0,0,0,2169,59299,264676,499702,540922,548877,533691,355071,229964,88225,10847,0,0,0,0,0,0
2025-01-19,(신재생) (하동) 익산 다송리 태양광,893,2123192,,0,0,0,0,0,0,0,2169,48452,128722,302280,291433,321805,375319,425940,155479,60022,11571,0,0,0,0,0,0
2025-01-20,(신재생) (하동) 익산 다송리 태양광,893,2507910,,0,0,0,0,0,0,0,723,31819,151140,314574,459205,395567,390505,421601,262506,69423,10847,0,0,0,0,0,0
2025-01-21,(신재생) (하동) 익산 다송리 태양광,893,2912155,,0,0,0,0,0,0,0,1446,47728,184405,363748,491024,526459,503318,410031,266845,102688,14463,0,0,0,0,0,0
2025-01-22,(신재생) (하동) 익산 다송리 태양광,893,2092096,,0,0,0,0,0,0,0,2169,49175,169219,315297,408584,409307,274077,207546,196699,52791,7232,0,0,0,0,0,0
2025-01-23,(신재생) (하동) 익산 다송리 태양광,893,3296877,,0,0,0,0,0,0,0,723,41220,203931,393398,531521,574187,563340,488855,350008,135954,13740,0,0,0,0,0,0
2025-01-24,(신재생) (하동) 익산 다송리 태양광,893,3539855,,0,0,0,0,0,0,0,2169,70869,297941,518504,606729,614684,463544,478007,339884,129445,18079,0,0,0,0,0,0
2025-01-25,(신재생) (하동) 익산 다송리 태양광,893,3756805,,0,0,0,0,0,0,0,2169,68700,310235,528628,632763,662413,650119,492471,292879,101965,14463,0,0,0,0,0,0
2025-01-26,(신재생) (하동) 익산 다송리 태양광,893,1703760,,0,0,0,0,0,0,0,2893,44113,200315,360133,389782,208269,192360,130168,109920,54960,10847,0,0,0,0,0,0
2025-01-27,(신재생) (하동) 익산 다송리 태양광,893,1346519,,0,0,0,0,0,0,0,0,8678,27480,29649,136677,263229,208993,459928,192360,19525,0,0,0,0,0,0,0
2025-01-28,(신재생) (하동) 익산 다송리 태양광,893,2024119,,0,0,0,0,0,0,0,0,0,6508,16633,171388,473668,548154,433172,265399,94011,15186,0,0,0,0,0,0
2025-01-29,(신재생) (하동) 익산 다송리 태양광,893,1506339,,0,0,0,0,0,0,0,0,5062,16633,67254,213332,227795,308065,350008,195253,96180,26757,0,0,0,0,0,0
2025-01-30,(신재생) (하동) 익산 다송리 태양광,893,3535520,,0,0,0,0,0,0,0,723,39051,202484,323252,483793,666752,643611,549600,413646,184405,28203,0,0,0,0,0,0
2025-01-31,(신재생) (하동) 익산 다송리 태양광,893,1837546,,0,0,0,0,0,0,0,2893,31096,89672,214055,261783,296495,327591,282755,266845,56406,7955,0,0,0,0,0,0
2025-02-01,(신재생) (하동) 익산 다송리 태양광,893,1387740,,0,0,0,0,0,0,0,0,15186,48452,65807,96180,122937,206100,324698,315297,172835,20248,0,0,0,0,0,0
2025-02-02,(신재생) (하동) 익산 다송리 태양광,893,2879614,,0,0,0,0,0,0,0,723,28203,80271,247320,564786,631317,539476,421601,230687,105581,29649,0,0,0,0,0,0
2025-02-03,(신재생) (하동) 익산 다송리 태양광,893,3961460,,0,0,0,0,0,0,0,3616,86779,370980,483793,655181,747745,598775,609622,258891,113536,32542,0,0,0,0,0,0
2025-02-04,(신재생) (하동) 익산 다송리 태양광,893,3414029,,0,0,0,0,0,0,0,7232,120767,214055,529352,630594,413646,535137,391952,359409,184405,27480,0,0,0,0,0,0
2025-02-05,(신재생) (하동) 익산 다송리 태양광,893,3903607,,0,0,0,0,0,0,0,2169,52791,222733,538029,662413,673260,643611,540922,414369,99796,53514,0,0,0,0,0,0
2025-02-06,(신재생) (하동) 익산 다송리 태양광,893,3495745,,0,0,0,0,0,0,0,5062,116428,403522,483793,571295,560447,430279,309512,395567,204654,15186,0,0,0,0,0,0
2025-02-07,(신재생) (하동) 익산 다송리 태양광,893,234301,,0,0,0,0,0,0,0,0,3616,20248,15909,23864,46282,36881,40497,29649,15186,2169,0,0,0,0,0,0
2025-02-08,(신재생) (하동) 익산 다송리 태양광,893,2969287,,0,0,0,0,0,0,0,0,7232,27480,51344,300834,532244,651565,572018,498979,277693,49175,723,0,0,0,0,0
2025-02-09,(신재생) (하동) 익산 다송리 태양광,893,3595543,,0,0,0,0,0,0,0,7232,135954,398460,570572,402799,658074,404245,475838,365918,150417,26034,0,0,0,0,0,0
2025-02-10,(신재생) (하동) 익산 다송리 태양광,893,3006890,,0,0,0,0,0,0,0,8678,93287,312404,512719,661689,296495,417985,210439,242258,199592,51344,0,0,0,0,0,0
2025-02-11,(신재생) (하동) 익산 다송리 태양광,893,4437295,,0,0,0,0,0,0,0,8678,127999,383997,562617,666028,697124,660966,573464,446188,258167,51344,723,0,0,0,0,0
2025-02-12,(신재생) (하동) 익산 다송리 태양광,893,382551,,0,0,0,0,0,0,0,0,2893,7955,14463,33988,49898,90395,99796,65084,13017,5062,0,0,0,0,0,0
2025-02-13,(신재생) (하동) 익산 다송리 태양광,893,4708481,,0,0,0,0,0,0,0,9401,162711,426663,590820,687723,715926,694955,613961,478731,261060,65084,1446,0,0,0,0,0
2025-02-14,(신재생) (하동) 익산 다송리 태양광,893,4277480,,0,0,0,0,0,0,0,10124,146801,386166,553216,639995,657351,595882,553216,428833,247320,57853,723,0,0,0,0,0
2025-02-15,(신재생) (하동) 익산 다송리 태양광,893,1953972,,0,0,0,0,0,0,0,5062,68700,212608,293602,164880,213332,233580,269738,252382,201761,38327,0,0,0,0,0,0
2025-02-16,(신재생) (하동) 익산 다송리 태양광,893,2753785,,0,0,0,0,0,0,0,8678,91118,292156,321805,418708,501872,409307,414369,151140,107751,36881,0,0,0,0,0,0
2025-02-17,(신재생) (하동) 익산 다송리 태양광,893,4873360,,0,0,0,0,0,0,0,13740,175727,418708,595882,689169,743406,704356,632763,502595,319636,76655,723,0,0,0,0,0
2025-02-18,(신재생) (하동) 익산 다송리 태양광,893,4718605,,0,0,0,0,0,0,0,15909,195253,447635,617577,718096,704356,545984,552493,519227,316743,83886,1446,0,0,0,0,0
2025-02-19,(신재생) (하동) 익산 다송리 태양광,893,4780795,,0,0,0,0,0,0,0,15909,188744,423047,511273,597328,738344,728220,643611,518504,322528,91118,2169,0,0,0,0,0
2025-02-20,(신재생) (하동) 익산 다송리 태양광,893,4875531,,0,0,0,0,0,0,0,15909,177174,405692,589374,699294,733282,707248,627701,506211,318189,94011,1446,0,0,0,0,0
2025-02-21,(신재생) (하동) 익산 다송리 태양광,893,4681724,,0,0,0,0,0,0,0,12294,134507,362302,595159,639272,710141,681938,622639,505487,319636,96180,2169,0,0,0,0,0
2025-02-22,(신재생) (하동) 익산 다송리 태양광,893,4722220,,0,0,0,0,0,0,0,1446,47728,297941,629871,729666,744853,708695,637825,504041,321082,97626,1446,0,0,0,0,0
2025-02-23,(신재생) (하동) 익산 다송리 태양광,893,4144419,,0,0,0,0,0,0,0,20972,154756,413646,574911,517781,622639,731113,590820,338438,129445,48452,1446,0,0,0,0,0
2025-02-24,(신재생) (하동) 익산 다송리 태양광,893,5065723,,0,0,0,0,0,0,0,22418,216224,454866,617577,658074,726051,726051,654458,529352,342054,115705,2893,0,0,0,0,0
2025-02-25,(신재생) (하동) 익산 다송리 태양광,893,3749574,,0,0,0,0,0,0,0,20972,206100,423771,531521,585035,438957,582865,566956,226348,120044,45559,1446,0,0,0,0,0
2025-02-26,(신재생) (하동) 익산 다송리 태양광,893,4816955,,0,0,0,0,0,0,0,22418,172112,381827,560447,661689,705802,699294,633486,520674,338438,117152,3616,0,0,0,0,0
2025-02-27,(신재생) (하동) 익산 다송리 태양광,893,4753316,,0,0,0,0,0,0,0,23864,215501,444742,577803,673983,717373,683384,592266,450527,277693,94734,1446,0,0,0,0,0
2025-02-28,(신재생) (하동) 익산 다송리 태양광,893,2740768,,0,0,0,0,0,0,0,2169,33988,141739,316743,283478,325421,299387,389059,519951,315297,109920,3616,0,0,0,0,0
2025-03-01,(신재생) (하동) 익산 다송리 태양광,893,607452,,0,0,0,0,0,0,0,28926,86779,46282,44113,32542,102688,88225,51344,36881,75932,13740,0,0,0,0,0,0
2025-03-02,(신재생) (하동) 익산 다송리 태양광,893,2399439,,0,0,0,0,0,0,0,723,13017,49898,143185,213332,493194,568402,410754,307342,181513,18079,0,0,0,0,0,0
2025-03-03,(신재생) (하동) 익산 다송리 태양광,893,3032925,,0,0,0,0,0,0,0,3616,51344,127999,360133,687723,761485,420878,291433,146078,120767,58576,2893,0,0,0,0,0
2025-03-04,(신재생) (하동) 익산 다송리 태양광,893,1647354,,0,0,0,0,0,0,0,4339,18802,54960,107751,114259,59299,128722,247320,458482,357963,91841,3616,0,0,0,0,0
2025-03-05,(신재생) (하동) 익산 다송리 태양광,893,1181640,,0,0,0,0,0,0,0,3616,43389,76655,141016,167049,204654,224179,182959,88225,40497,9401,0,0,0,0,0,0
2025-03-06,(신재생) (하동) 익산 다송리 태양광,893,3866004,,0,0,0,0,0,0,0,30373,204654,447635,593713,688446,437511,282032,317466,451251,293602,114259,5062,0,0,0,0,0
2025-03-07,(신재생) (하동) 익산 다송리 태양광,893,4310021,,0,0,0,0,0,0,0,40497,208993,423047,573464,619746,616854,646503,494640,389782,224179,67254,5062,0,0,0,0,0
2025-03-08,(신재생) (하동) 익산 다송리 태양광,893,2885399,,0,0,0,0,0,0,0,37604,118598,154756,160541,202484,483069,587204,475838,271907,270461,115705,7232,0,0,0,0,0
2025-03-09,(신재생) (하동) 익산 다송리 태양광,893,1306024,,0,0,0,0,0,0,0,39774,198868,419432,593713,54237,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-10,(신재생) (하동) 익산 다송리 태양광,893,3373532,,0,0,0,0,0,0,0,0,0,0,165603,554662,579973,535137,587204,489578,325421,126553,9401,0,0,0,0,0
2025-03-11,(신재생) (하동) 익산 다송리 태양광,893,5130083,,0,0,0,0,0,0,0,53514,247320,462098,611792,703633,737621,705079,632040,505487,334099,130168,7232,0,0,0,0,0
2025-03-12,(신재생) (하동) 익산 다송리 태양광,893,2583843,,0,0,0,0,0,0,0,56406,83886,104135,172835,207546,232134,308065,530798,479454,316743,88225,3616,0,0,0,0,0
2025-03-13,(신재생) (하동) 익산 다송리 태양광,893,4075716,,0,0,0,0,0,0,0,28926,169219,289986,348562,423047,563340,689893,538029,531521,350008,134507,8678,0,0,0,0,0
2025-03-14,(신재생) (하동) 익산 다송리 태양광,893,5132974,,0,0,0,0,0,0,0,57129,259614,463544,613961,714480,747745,712311,639995,509826,313127,90395,10847,0,0,0,0,0
2025-03-15,(신재생) (하동) 익산 다송리 태양광,893,3777054,,0,0,0,0,0,0,0,3616,104135,288540,242981,344223,661689,708695,655181,488855,202484,69423,7232,0,0,0,0,0
2025-03-16,(신재생) (하동) 익산 다송리 태양광,893,2635910,,0,0,0,0,0,0,723,25311,78101,50621,133061,71593,288540,393398,538029,519227,370257,157648,9401,0,0,0,0,0
2025-03-17,(신재생) (하동) 익산 다송리 태양광,893,5480091,,0,0,0,0,0,0,1446,69423,289986,504764,654458,744853,772333,724604,666752,533691,356517,148247,13017,0,0,0,0,0
2025-03-18,(신재생) (하동) 익산 다송리 태양광,893,2434148,,0,0,0,0,0,0,0,5062,62915,238642,263229,147524,344223,523566,386166,185128,213332,57853,6508,0,0,0,0,0
2025-03-19,(신재생) (하동) 익산 다송리 태양광,893,5134421,,0,0,0,0,0,0,2169,78824,295772,501872,531521,462098,745576,762208,680492,545984,363025,150417,14463,0,0,0,0,0
2025-03-20,(신재생) (하동) 익산 다송리 태양광,893,4847329,,0,0,0,0,0,0,2893,75932,282032,477284,591543,458482,707972,691339,620469,492471,311681,122214,13017,0,0,0,0,0
2025-03-21,(신재생) (하동) 익산 다송리 태양광,893,5211075,,0,0,0,0,0,0,2169,71593,276246,467883,615407,699294,730389,703633,637102,513442,337715,141739,14463,0,0,0,0,0
2025-03-22,(신재생) (하동) 익산 다송리 태양광,893,5072228,,0,0,0,0,0,0,2169,70869,266122,454866,590820,684831,717373,686277,615407,498979,329760,139569,15186,0,0,0,0,0
2025-03-23,(신재생) (하동) 익산 다송리 태양광,893,4782244,,0,0,0,0,0,0,3616,75932,278416,471499,608899,697124,627701,676153,596605,425940,225625,86056,8678,0,0,0,0,0
2025-03-24,(신재생) (하동) 익산 다송리 태양광,893,4351964,,0,0,0,0,0,0,2169,43389,133784,348562,550323,631317,648673,627701,557555,433172,261783,101242,12294,0,0,0,0,0
2025-03-25,(신재생) (하동) 익산 다송리 태양광,893,3768375,,0,0,0,0,0,0,1446,37604,171388,425940,531521,565509,634933,593713,268292,227072,194529,97626,18802,0,0,0,0,0
2025-03-26,(신재생) (하동) 익산 다송리 태양광,893,4991957,,0,0,0,0,0,0,5785,89672,287817,467160,591543,666028,692785,660243,592989,472945,318189,135954,10847,0,0,0,0,0
2025-03-27,(신재생) (하동) 익산 다송리 태양광,893,812105,,0,0,0,0,0,0,723,9401,10847,72316,74485,75932,125829,106304,87502,122937,98349,26757,723,0,0,0,0,0
2025-03-28,(신재생) (하동) 익산 다송리 태양광,893,5117789,,0,0,0,0,0,0,2169,52791,244427,370980,496809,614684,774502,735452,684831,571295,389059,163434,17356,0,0,0,0,0
2025-03-29,(신재생) (하동) 익산 다송리 태양광,893,4213119,,0,0,0,0,0,0,8678,121491,302280,468606,631317,425940,476561,301557,475115,532967,360856,94011,13740,0,0,0,0,0
2025-03-30,(신재생) (하동) 익산 다송리 태양광,893,4788751,,0,0,0,0,0,0,8678,129445,334822,530075,673260,676876,591543,441849,521397,441849,239365,177174,22418,0,0,0,0,0
2025-03-31,(신재생) (하동) 익산 다송리 태양광,893,5088863,,0,0,0,0,0,0,5062,86779,264676,497533,611068,584312,751361,720265,610345,493194,321082,121491,21695,0,0,0,0,0
2025-04-01,(신재생) (하동) 익산 다송리 태양광,893,5111280,,0,0,0,0,0,0,5062,47728,111366,357963,653735,744853,770163,731836,650119,520674,343500,152586,21695,0,0,0,0,0
2025-04-02,(신재생) (하동) 익산 다송리 태양광,893,4041729,,0,0,0,0,0,0,10847,115705,317466,493917,617577,699294,579249,551769,383274,153309,71593,26034,21695,0,0,0,0,0
2025-04-03,(신재생) (하동) 익산 다송리 태양광,893,4327376,,0,0,0,0,0,0,2893,97626,253105,404245,336992,621193,468606,689169,450527,500425,331929,148971,21695,0,0,0,0,0
2025-04-04,(신재생) (하동) 익산 다송리 태양광,893,5294960,,0,0,0,0,0,0,7955,101965,294325,487408,629147,702186,734728,702186,632040,499702,336992,143908,22418,0,0,0,0,0
2025-04-05,(신재생) (하동) 익산 다송리 태양광,893,876468,,0,0,0,0,0,0,2169,64361,297941,197422,34712,44113,44113,36881,75932,32542,34712,10847,723,0,0,0,0,0
2025-04-06,(신재생) (하동) 익산 다송리 태양광,893,1025439,,0,0,0,0,0,0,13017,130892,351455,530075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07,(신재생) (하동) 익산 다송리 태양광,893,4291942,,0,0,0,0,0,0,0,0,0,0,522120,723158,742683,702186,622639,499702,314574,141016,23864,0,0,0,0,0
